tweet,label,index,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP,Emoji
considering crowd surfing the next time the hallways are too packed,1.0,18,1,11,89.52,86.82,99,,11,27.27,81.82,63.64,36.36,0,0,0,0,0,0,0,0,18.18,18.18,0,0,9.09,9.09,0,0,27.27,9.09,0,0,0,0,0,36.36,0,9.09,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,9.09,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,9.09,0,9.09,0,0,0,0,18.18,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I’m gonna miss scantrons shortening my name to “Christ” after 16 years,1.0,103,1,12,49.68,6.61,99,,12,16.67,91.67,50,41.67,16.67,16.67,16.67,0,0,0,0,0,8.33,0,8.33,25,16.67,0,8.33,0,16.67,0,8.33,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,8.33,0,0,0,0,0,0,0,0,8.33,0,0,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,0,0,0,16.67,0,0,0,0,0,0,0,16.67,0,8.33,8.33,8.33,8.33,0,0,0,25,0,0,0,0,8.33,16.67,0
School psych life if fun because you can feel like complete shit but chances are you have meeting that determines changes in a student’s education that’s bound by legal timelines and took coordination of 6 different schedules and you’re the only one who can run it,1.0,122,1,46,23.51,85.5,44.75,53.96,46,26.09,95.65,63.04,50,15.22,8.7,0,0,6.52,0,0,6.52,10.87,4.35,4.35,8.7,13.04,0,10.87,0,19.57,6.52,2.17,2.17,0,0,2.17,39.13,4.35,21.74,4.35,4.35,4.35,4.35,0,6.52,0,4.35,2.17,0,2.17,2.17,0,0,0,0,2.17,15.22,2.17,0,0,0,0,2.17,10.87,0,0,0,0,0,0,0,0,15.22,2.17,0,13.04,0,0,0,0,0,0,0,0,0,0,0,0,0,2.17,0,2.17,0,0,0,0,13.04,6.52,0,2.17,2.17,0,0,2.17,6.52,2.17,15.22,0,0,0,0,0,0,6.52,0,0,0,0,6.52,0,0
My favorite part of flying is getting to walk past the rich people to get to my poor person seat.,1.0,137,1,20,97.77,15.75,98.38,90.5,20,10,95,85,40,10,10,10,0,0,0,0,0,15,5,0,20,5,0,0,0,25,20,5,10,0,0,10,15,0,5,0,0,0,0,0,5,0,15,10,5,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,10,0,10,0,0,0,0,5,5,5,0,0,0,0,0,0,5,5,0,0,0,0,0,0
i am in severe pain while on vacation i feel robbed.,0.0,182,1,11,45.12,1,99,1,11,9.09,100,81.82,54.55,18.18,18.18,18.18,0,0,0,0,0,0,0,0,18.18,9.09,0,9.09,0,27.27,9.09,0,0,0,0,0,27.27,0,9.09,9.09,0,0,0,0,0,0,36.36,9.09,27.27,9.09,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,9.09,0,0,0,0,9.09,9.09,9.09,0,0,0,0,0,0,0,0,9.09,0,0,0,0,9.09,0,9.09,27.27,0,0,9.09,0,0,18.18,9.09,9.09,18.18,0,0,0,0,0,0,9.09,9.09,0,0,0,0,0,0
People who drive under the speed limit. Death Penalty.,0.0,340,1,9,98.16,99,99,,4.5,11.11,88.89,44.44,33.33,11.11,11.11,0,0,0,0,0,0,11.11,11.11,0,11.11,0,0,0,0,0,0,11.11,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.22,0,0,0,0,0,0,22.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,22.22,22.22,0,11.11,11.11,0,0,0,11.11,0,0,0,0,0,0,0,0,22.22,22.22,0,0,0,0,0,0
omg there’s a sheet of ice in front of my school. should I slip and fall?,1.0,30,1,16,43.4,1,99,,8,0,87.5,68.75,62.5,18.75,18.75,18.75,0,0,0,0,0,12.5,6.25,0,18.75,12.5,6.25,6.25,0,18.75,0,0,0,0,0,0,6.25,0,6.25,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.25,0,12.5,25,0,0,0,0,0,6.25,0,6.25,6.25,0,0,0,18.75,6.25,0,6.25,0,6.25,0,0
"@majornelson Sounds like a strong contender for GOTY",1.0,151,1,8,99,,,99,8,25,75,50,37.5,0,0,0,0,0,0,0,0,12.5,12.5,0,25,0,0,0,0,0,12.5,0,25,0,12.5,25,0,0,0,0,0,0,0,0,0,0,12.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,12.5,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,12.5,0
"me: revises cells + other general biology stuff
edexcel: ""i want a fit summer bod, get them to tell me how i get one""
#EdexcelBiology #Gcses2018",1.0,105,1,25,39.7,1,85.71,,25,24,72,64,44,24,20,16,0,0,0,4,4,12,4,8,4,0,4,0,0,16,8,4,0,0,0,0,16,0,12,4,4,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,8,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,32,0,4,0,0,0,28,0
The high tomorrow is 45! Anyone wanna go to the pool?,1.0,150,1,11,99,86.82,95.15,,5.5,9.09,90.91,72.73,54.55,9.09,0,0,0,0,0,0,9.09,18.18,18.18,9.09,18.18,9.09,0,0,0,18.18,9.09,0,0,0,0,0,36.36,0,18.18,0,0,9.09,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,18.18,18.18,0,9.09,18.18,0,0,0,9.09,0,9.09,18.18,9.09,9.09,0,0,0,18.18,0,0,9.09,9.09,0,0,0
Having morning sickness when you're not actually pregnant is all the fun,1.0,91,1,12,1,84.23,89.39,99,12,33.33,100,75,66.67,8.33,8.33,0,0,8.33,0,0,0,16.67,8.33,0,0,25,16.67,8.33,8.33,25,8.33,8.33,0,0,0,0,58.33,8.33,16.67,0,0,0,0,8.33,8.33,0,8.33,8.33,0,8.33,8.33,0,0,0,0,0,16.67,0,0,0,0,0,0,16.67,8.33,0,0,0,0,0,0,0,8.33,8.33,0,0,0,0,16.67,16.67,8.33,0,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,0,0,0,0,0,16.67,0,16.67,0,0,0,0,0,0,8.33,0,0,0,0,8.33,0,0
"I just finally got around to starting the most recent season of Archer, and I am seriously bummed out for being only one episode in to my favorite animated tv comedy",0.0,264,1,31,69.92,4.4,97.57,20.23,31,19.35,93.55,77.42,64.52,9.68,9.68,9.68,0,0,0,0,0,12.9,3.23,3.23,22.58,6.45,16.13,3.23,0,12.9,12.9,6.45,0,0,0,0,19.35,0,3.23,0,0,0,0,3.23,0,0,12.9,6.45,6.45,6.45,0,6.45,0,0,6.45,0,0,0,0,0,0,0,0,0,0,0,0,0,3.23,0,0,3.23,6.45,6.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.23,0,0,0,0,0,0,0,6.45,0,0,6.45,0,0,0,12.9,0,3.23,0,0,0,0,0,0,3.23,0,3.23,0,0,0,0,0
Still time to apply for our Clinic Supervisor post… https://t.co/A2JZjjHo6R,0.0,178,1,10,89.52,99,7.03,,10,10,80,40,40,10,10,0,10,0,0,0,0,10,0,10,20,0,10,0,0,0,0,0,20,10,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,20,0,0,0,0,10,0,0,10,10,0,0,10,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,30,30,0,0,0,0,0,0
Reminding myself that things take time &amp; I’m not stagnant. I’ve been doing the best that I can with what I have and that’s all that matters! Small steps,0.0,242,1,29,1,1,86.26,,9.67,10.34,93.1,79.31,68.97,37.93,17.24,17.24,0,0,0,0,20.69,20.69,3.45,0,3.45,24.14,0,3.45,3.45,27.59,6.9,6.9,3.45,0,3.45,0,34.48,3.45,13.79,0,0,3.45,0,0,3.45,3.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.45,0,0,0,0,0,0,13.79,3.45,0,3.45,0,0,0,0,3.45,6.9,10.34,0,0,0,0,0,0,24.14,3.45,0,0,3.45,10.34,6.9,0
"@Janet67866039 @ermbop Its literally very common. My friends son was concieved while she was in the pill. You do know it's only 91% effective right? That means for 9% of women, that form of birth control fails.",0.0,201,1,37,27.81,96.25,9.25,62.77,9.25,16.22,89.19,59.46,48.65,18.92,8.11,2.7,0,2.7,2.7,0,10.81,13.51,2.7,8.11,10.81,10.81,5.41,2.7,0,16.22,8.11,0,8.11,2.7,5.41,0,16.22,0,5.41,5.41,0,0,0,0,0,0,2.7,2.7,0,0,0,0,0,0,0,0,13.51,0,0,0,0,0,0,13.51,2.7,2.7,5.41,2.7,0,0,0,0,0,0,0,0,0,0,8.11,8.11,0,0,0,0,5.41,0,0,0,0,0,0,0,0,0,0,0,8.11,2.7,0,0,2.7,0,0,0,2.7,5.41,5.41,0,0,0,0,0,0,27.03,8.11,2.7,2.7,0,2.7,10.81,0
I hope the woman I saw driving a motorcycle wearing a semi-formal dress and cheetah print stilettos has a nice day,0.0,229,1,21,89.52,16.63,24.32,99,21,28.57,71.43,61.9,38.1,9.52,9.52,9.52,0,0,0,0,0,19.05,19.05,0,0,4.76,0,4.76,0,19.05,4.76,4.76,0,0,0,0,14.29,0,4.76,0,0,4.76,4.76,0,0,0,9.52,9.52,0,4.76,4.76,0,0,0,0,0,4.76,0,0,0,0,0,0,4.76,0,0,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.76,0,0,0,0,0,0,0,4.76,9.52,0,4.76,0,4.76,0,0,4.76,4.76,4.76,4.76,0,0,0,0,0,4.76,0,0,0,0,0,4.76,0
There may never be a better celebrity cameo in our time than that one scene in Space Jam 2.,0.0,276,1,19,36.67,70.59,99,92.27,19,5.26,84.21,63.16,57.89,10.53,5.26,0,5.26,0,0,0,5.26,21.05,5.26,10.53,15.79,10.53,10.53,5.26,5.26,10.53,5.26,5.26,15.79,5.26,5.26,5.26,21.05,5.26,10.53,0,0,0,5.26,0,5.26,0,5.26,5.26,0,0,0,0,0,0,0,0,10.53,0,0,0,0,0,0,10.53,0,0,0,0,0,0,0,0,5.26,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.53,21.05,0,0,21.05,0,0,0,10.53,0,0,5.26,0,0,0,0,0,5.26,5.26,0,0,0,0,0,0
First day of school and spectrum internet has already shit itself. Amazing,1.0,77,1,12,26.1,6.61,39.59,99,6,33.33,91.67,58.33,50,8.33,0,0,0,0,0,0,8.33,8.33,0,8.33,8.33,8.33,8.33,8.33,0,8.33,8.33,16.67,0,0,0,0,25,0,0,0,0,0,0,0,0,0,16.67,8.33,0,8.33,8.33,0,0,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,8.33,8.33,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,0,0,0,0,0,16.67,8.33,8.33,0,0,0,0,0,0,8.33,8.33,0,0,0,0,0,0
"raise your words, not your voice. it is rain that grows flowers not the thunder. aka don't be mad, Stoopid.",0.0,191,1,20,1,15.75,63.35,1,6.67,15,75,65,55,20,10,0,0,10,0,0,10,20,5,0,0,15,5,0,15,20,5,0,0,0,0,0,20,0,10,0,0,0,0,0,10,0,5,0,5,5,0,5,0,5,0,0,15,5,0,0,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,5,5,0,0,0,0,0,15,0,5,5,0,0,0,30,15,10,0,0,5,0,0
"Celebrating the Year of the Ox in Pingtung County, South Taiwan.  Just off for a scooter ride.  (If this is my first and last twit - doh!)",0.0,313,1,26,93.9,7.93,98.89,79.29,8.67,11.54,76.92,57.69,53.85,7.69,3.85,3.85,0,0,0,0,3.85,23.08,11.54,3.85,15.38,3.85,3.85,7.69,0,3.85,3.85,7.69,3.85,3.85,3.85,0,15.38,0,3.85,0,0,0,3.85,0,3.85,0,3.85,3.85,0,3.85,3.85,0,0,0,0,0,3.85,3.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.85,3.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.85,15.38,0,7.69,7.69,0,0,0,7.69,0,3.85,0,0,0,0,0,0,26.92,7.69,3.85,0,3.85,0,11.54,0
Just nearly cried in the tesco express because they didn’t have the cheese pizza or the back up pizza I wanted. My mental stability is strong today.,1.0,102,1,27,44.1,1,99,20.23,13.5,11.11,92.59,70.37,51.85,11.11,11.11,7.41,0,0,0,3.7,0,14.81,11.11,0,7.41,7.41,7.41,7.41,3.7,14.81,7.41,0,3.7,0,0,3.7,37.04,0,22.22,0,3.7,3.7,7.41,0,7.41,0,7.41,3.7,3.7,3.7,0,3.7,0,0,3.7,0,7.41,3.7,0,0,0,0,3.7,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,11.11,0,0,3.7,0,7.41,0,0,0,0,0,7.41,14.81,0,0,14.81,0,0,0,7.41,14.81,7.41,0,0,0,0,0,0,11.11,7.41,0,0,0,3.7,0,0
teams is down what a shame I can’t do my assignments 👉🏽👈🏽,1.0,9,1,11,1.5,1,95.15,1,11,9.09,100,72.73,72.73,27.27,18.18,18.18,0,0,0,0,9.09,18.18,9.09,0,9.09,27.27,0,0,9.09,27.27,0,0,9.09,9.09,0,0,18.18,0,9.09,0,0,9.09,0,0,9.09,0,9.09,0,9.09,9.09,0,9.09,0,0,0,0,18.18,18.18,9.09,0,0,9.09,0,9.09,0,0,0,0,0,0,0,0,9.09,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,9.09,0,0,0,0,0,18.18,0,0,0,0,0,0,9.09,0,0,0,0,9.09,0,36.36
"I have finished work, yet am still here, latched onto the free Wifi like a newborn child to his mother.",0.0,209,1,20,69.05,97.73,28.56,90.5,20,15,95,65,60,10,10,5,0,0,5,0,0,15,10,0,15,10,15,0,0,10,5,0,15,5,10,0,15,0,5,0,0,5,5,0,0,0,5,5,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,20,5,0,5,5,5,0,0,5,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,10,0,0,10,0,0,0,10,0,5,0,0,0,0,0,0,15,5,10,0,0,0,0,0
Anyone calling vaccine passports unworkable needs to explain how it's different to requiring ID to enter a nightclub.,0.0,218,1,18,66.04,13.82,39.59,,18,44.44,77.78,66.67,44.44,16.67,5.56,5.56,0,0,0,0,11.11,5.56,5.56,0,16.67,11.11,5.56,0,0,27.78,5.56,0,0,0,0,0,38.89,0,33.33,11.11,5.56,11.11,5.56,0,5.56,0,0,0,0,0,0,0,0,0,0,0,11.11,5.56,0,0,0,0,5.56,5.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56,5.56,5.56,0,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,5.56,0,5.56,0,0,0,0,0,0,11.11,0,0,0,0,0,0,11.11,5.56,0,0,0,5.56,0,0
Ready to not be pregnant so I can enjoy my first espresso martini,0.0,325,1,13,1.3,1,30.98,99,13,23.08,100,61.54,61.54,15.38,15.38,15.38,0,0,0,0,0,15.38,0,7.69,7.69,15.38,7.69,7.69,7.69,15.38,7.69,7.69,0,0,0,0,15.38,0,15.38,0,0,7.69,0,0,7.69,0,7.69,7.69,0,7.69,7.69,0,0,0,0,0,7.69,0,0,0,0,0,0,7.69,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,23.08,7.69,0,0,0,7.69,7.69,15.38,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,7.69,15.38,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ah yes, another afternoon with the WiFi down...really makes working from home that extra bit more enjoyable :)",1.0,140,1,19,95.09,14.81,70.28,99,19,21.05,100,84.21,42.11,10.53,0,0,0,0,0,0,10.53,21.05,5.26,0,15.79,0,5.26,0,0,10.53,15.79,21.05,5.26,0,5.26,0,26.32,5.26,15.79,0,5.26,0,0,5.26,5.26,0,10.53,10.53,0,10.53,10.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.26,0,0,5.26,10.53,0,5.26,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.26,0,0,0,0,5.26,10.53,0,0,10.53,0,0,0,5.26,0,5.26,0,15.79,5.26,5.26,5.26,0,31.58,15.79,5.26,0,0,0,10.53,0
"If they are going after the misspelling “definately” as proof of H, then I’m afraid half of Facebook are suspects. #LineOfDuty #LineofDutyFinale",0.0,255,1,22,45.12,17.46,95.15,1,11,27.27,68.18,63.64,50,9.09,9.09,4.55,0,0,0,4.55,0,4.55,4.55,0,18.18,13.64,0,18.18,0,18.18,9.09,4.55,0,0,0,0,22.73,0,9.09,4.55,0,0,4.55,0,4.55,0,4.55,0,4.55,4.55,0,4.55,4.55,0,0,0,4.55,0,0,0,0,0,0,4.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.55,0,4.55,0,0,0,0,9.09,0,13.64,4.55,0,0,0,0,0,31.82,4.55,4.55,0,0,4.55,18.18,0
my computer does this fun thing now where it shakes in a way that exactly replicates what happens to my vision when i forget my meds so that’s exciting !,1.0,93,1,29,1,1,99,98.26,29,17.24,89.66,75.86,62.07,34.48,13.79,13.79,0,0,0,0,20.69,24.14,3.45,0,6.9,6.9,13.79,6.9,0,13.79,6.9,0,0,0,0,0,24.14,0,6.9,0,0,0,0,3.45,0,3.45,6.9,6.9,0,6.9,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.45,0,0,3.45,6.9,3.45,0,3.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,13.79,0,0,10.34,3.45,0,0,6.9,0,17.24,0,0,0,0,0,0,6.9,0,0,0,3.45,3.45,0,0
"@banalincolnlogs red among us guy, hes hot dont come for me",1.0,135,1,11,6.68,99,95.15,,11,9.09,90.91,81.82,54.55,27.27,27.27,9.09,9.09,0,9.09,0,0,0,0,0,18.18,18.18,0,0,9.09,27.27,18.18,0,9.09,9.09,0,0,18.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.27,0,0,0,0,0,0,27.27,0,0,0,18.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,36.36,0,9.09,18.18,9.09,0,9.09,0,0,18.18,0,0,0,0,0,0,18.18,0,9.09,0,0,0,9.09,0
Why you gotta take someone pure like Sean Lock from us huh? Why couldn’t it be James Corden?,0.0,193,1,18,4.55,99,1,,9,11.11,77.78,77.78,55.56,22.22,11.11,0,5.56,5.56,0,0,11.11,0,0,0,11.11,11.11,11.11,0,5.56,22.22,5.56,0,5.56,5.56,0,0,27.78,0,22.22,0,11.11,5.56,5.56,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56,0,5.56,0,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,5.56,11.11,11.11,0,5.56,0,16.67,0,0,11.11,0,5.56,0,0
My eldest is having a wild Friday night out. She's going to bingo. 😂,1.0,6,1,13,53.56,40.06,81.58,,4.33,0,84.62,61.54,53.85,15.38,15.38,7.69,0,0,7.69,0,0,15.38,7.69,0,15.38,23.08,0,0,0,30.77,7.69,0,0,0,0,0,30.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,7.69,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.38,7.69,0,0,7.69,0,0,0,15.38,0,15.38,15.38,0,0,0,0,0,23.08,15.38,0,0,0,7.69,0,7.69
Any Brandi Carlile song rips my heart out and mercilessly stomps on it until it is in a million different pieces,0.0,234,1,21,81.45,4.61,84.92,1,21,19.05,80.95,66.67,57.14,14.29,4.76,4.76,0,0,0,0,9.52,19.05,4.76,4.76,19.05,4.76,0,9.52,0,4.76,4.76,9.52,0,0,0,0,19.05,0,9.52,0,0,0,4.76,0,4.76,0,4.76,0,4.76,4.76,0,4.76,0,4.76,0,0,4.76,4.76,0,0,4.76,0,0,0,0,0,0,0,0,0,0,0,4.76,4.76,0,0,0,0,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.76,14.29,0,0,9.52,0,4.76,0,4.76,0,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"oh also, my song with my middle school boyfriend was “143” by Bobby Brackins!! i really peaked geez",1.0,152,1,18,19.76,2.75,77.17,,9,11.11,77.78,55.56,44.44,16.67,16.67,16.67,0,0,0,0,0,11.11,0,5.56,11.11,5.56,11.11,5.56,0,5.56,5.56,0,5.56,5.56,0,0,11.11,0,5.56,0,0,0,0,5.56,0,0,0,0,0,0,0,0,0,0,0,0,5.56,0,0,0,0,0,0,5.56,0,5.56,0,5.56,0,0,0,0,11.11,5.56,0,5.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,5.56,0,5.56,0,0,5.56,0,0,5.56,0,0,5.56,0,27.78,0,5.56,0,11.11,0,11.11,0
It's hard to cope without any hope.,0.0,202,1,7,56.86,1,24.32,99,7,14.29,100,85.71,57.14,14.29,0,0,0,0,0,0,14.29,14.29,0,0,28.57,14.29,14.29,0,0,28.57,14.29,0,0,0,0,0,71.43,0,57.14,14.29,0,14.29,28.57,0,14.29,0,14.29,14.29,0,14.29,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,14.29,0,0,14.29,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,14.29,0,0,14.29,14.29,0,0,0,0,0,28.57,14.29,0,0,0,14.29,0,0
"If you're able to donate, then use: https://t.co/iH6jJWtoPQ. If you aren't able to donate, then I'd appreciate it if this post gained some traction. Every little bit counts. If you'd like a drawing for your donation, I'm more than willing to do so. (4/4)",0.0,244,1,45,3.8,40.06,77.17,97.84,9,11.11,93.33,66.67,55.56,17.78,13.33,4.44,0,8.89,0,0,4.44,11.11,2.22,6.67,11.11,13.33,2.22,17.78,2.22,17.78,4.44,13.33,13.33,6.67,6.67,0,26.67,2.22,20,2.22,2.22,2.22,8.89,0,13.33,0,6.67,6.67,0,6.67,6.67,0,0,0,0,0,20,8.89,8.89,0,0,0,0,11.11,0,0,0,0,2.22,0,0,2.22,6.67,0,0,0,6.67,0,0,0,0,0,0,0,0,0,0,0,0,2.22,0,0,0,2.22,0,0,0,0,0,0,0,0,0,0,4.44,0,8.89,0,0,0,0,0,0,35.56,8.89,6.67,0,0,11.11,8.89,0
love waking up in a panic 🥴🥴,1.0,82,1,6,99,,99,20.23,6,0,83.33,50,50,0,0,0,0,0,0,0,0,16.67,16.67,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,16.67,16.67,33.33,16.67,16.67,16.67,0,0,0,16.67,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,33.33,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33
Best night ever 💜,0.0,331,1,3,10.19,,99,,3,0,100,66.67,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,33.33,0,33.33,0,33.33,0,66.67,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.67,0,0,0,0,0,0,0,66.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33
Been looking forward to watching Coxsey's bouldering on @Eurosport_UK for a week and the climbing channel is suddenly showing horses. Horses. Horses! HORSES!!!😡😡😡,0.0,315,1,23,94.33,,74.45,,5.75,43.48,65.22,52.17,39.13,0,0,0,0,0,0,0,0,8.7,8.7,0,13.04,8.7,4.35,4.35,0,13.04,0,4.35,4.35,0,4.35,0,17.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.74,4.35,4.35,8.7,13.04,0,0,8.7,4.35,4.35,0,0,0,0,0,0,39.13,8.7,0,0,17.39,4.35,8.7,13.04
I've just got up at five forty five on a Sunday to watch the Japanese Grand Prix as a Ferrari fan and saw Vettel jump (and then fuck up) the start and Leclerc tangle with Verstappen on turn 2. Lovely stuff.,1.0,141,1,41,96.46,16.2,59.99,89.58,20.5,9.76,80.49,73.17,51.22,4.88,2.44,2.44,0,0,0,0,2.44,14.63,9.76,7.32,19.51,2.44,2.44,12.2,0,19.51,4.88,4.88,0,0,0,0,4.88,0,0,0,0,0,0,0,0,0,7.32,4.88,0,0,0,0,0,0,0,2.44,0,0,0,0,0,0,0,0,0,0,0,0,2.44,0,2.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.44,0,0,0,0,0,0,4.88,14.63,2.44,4.88,4.88,4.88,0,0,7.32,4.88,0,0,0,0,0,0,0,12.2,4.88,0,0,0,2.44,4.88,0
